Source Track,Target Track,Transition Type,Source Note,Target Note
Black Eyed Peas - I Gotta Feeling,Calvin Harris - Feel So Close - Radio Edit,Mashup / Blend,"mix for 32 on ""Mon, Tue...""",mix for 32 in up before drop 1
